Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
B6,2/27/2023,16,N236JB,JFK,22:47,0:40,72,169,113,0:36,4,0,16,97,0,0
B6,2/27/2023,56,N307JB,MCO,16:51,16:37,164,156,-14,16:34,3,0,0,0,0,0
B6,2/27/2023,116,N990JL,JFK,14:43,14:48,73,65,5,14:45,3,0,0,0,0,0
B6,2/28/2023,16,N206JB,JFK,22:47,2:14,72,60,207,2:10,4,125,0,0,0,82
B6,2/28/2023,56,N229JB,MCO,16:51,17:02,164,167,11,16:58,4,0,0,0,0,0
B6,2/28/2023,116,N307JB,JFK,14:43,0:00,73,0,0,0:00,0,0,0,0,0,0
B6,3/1/2023,16,N304JB,JFK,22:47,22:40,72,73,-7,22:37,3,0,0,0,0,0
B6,3/1/2023,56,N323JB,MCO,16:51,18:39,164,168,108,18:35,4,104,0,4,0,0
B6,3/1/2023,116,N779JB,JFK,14:43,15:42,73,69,59,15:39,3,2,0,0,0,57
B6,3/2/2023,16,N324JB,JFK,22:47,23:33,72,76,46,23:27,6,42,0,4,0,0
B6,3/2/2023,56,N318JB,MCO,16:51,16:49,164,156,-2,16:45,4,0,0,0,0,0
B6,3/2/2023,116,N317JB,JFK,14:43,15:31,73,68,48,15:27,4,48,0,0,0,0
B6,3/3/2023,16,N206JB,JFK,22:47,0:00,72,0,0,0:00,0,0,0,0,0,0
B6,3/3/2023,56,N236JB,MCO,16:51,19:04,164,148,133,19:00,4,130,0,0,0,3
B6,3/3/2023,116,N198JB,JFK,14:43,16:31,73,84,108,16:27,4,90,0,11,0,7
B6,3/4/2023,16,N273JB,JFK,22:47,1:17,72,62,150,1:13,4,13,0,0,0,137
B6,3/4/2023,56,N236JB,MCO,16:51,17:20,164,159,29,17:17,3,29,0,0,0,0
B6,3/4/2023,116,N249JB,JFK,14:43,16:07,73,68,84,16:03,4,84,0,0,0,0
