Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,3/10/2023,604,N828UA,DEN,14:59,14:56,196,191,-3,14:46,10,0,0,0,0,0
UA,3/10/2023,776,N37267,EWR,23:11,0:49,71,56,98,0:43,6,24,0,0,0,74
UA,3/11/2023,408,N36476,ORD,23:54,23:45,109,102,-9,23:40,5,0,0,0,0,0
UA,3/11/2023,604,N421UA,DEN,14:56,14:53,196,190,-3,14:47,6,0,0,0,0,0
UA,3/11/2023,776,N15712,EWR,23:10,1:29,71,60,139,1:24,5,47,0,0,0,92
UA,3/12/2023,408,N476UA,ORD,23:55,23:57,110,102,2,23:53,4,0,0,0,0,0
UA,3/12/2023,604,N844UA,DEN,14:59,14:51,196,186,-8,14:43,8,0,0,0,0,0
UA,3/12/2023,776,N839UA,EWR,23:11,23:21,71,61,10,23:17,4,0,0,0,0,0
UA,3/13/2023,538,N845UA,ORD,21:17,21:17,108,102,0,21:13,4,0,0,0,0,0
UA,3/13/2023,604,N481UA,DEN,14:59,14:55,196,199,-4,14:38,17,0,0,0,0,0
UA,3/13/2023,776,N414UA,EWR,23:11,4:54,71,49,343,4:49,5,206,0,0,0,137
UA,3/14/2023,538,,ORD,21:17,0:00,108,0,0,0:00,0,0,0,0,0,0
UA,3/14/2023,604,,DEN,14:59,0:00,196,0,0,0:00,0,0,0,0,0,0
UA,3/14/2023,776,,EWR,23:11,0:00,71,0,0,0:00,0,0,0,0,0,0
UA,3/15/2023,538,N809UA,ORD,21:17,22:19,108,103,62,22:14,5,0,0,0,0,62
UA,3/15/2023,604,N806UA,DEN,14:59,15:02,196,200,3,14:53,9,0,0,0,0,0
UA,3/15/2023,776,N476UA,EWR,23:11,0:46,71,68,95,0:39,7,52,0,0,0,43
UA,3/16/2023,538,N832UA,ORD,21:17,21:06,108,111,-11,21:01,5,0,0,0,0,0
UA,3/16/2023,604,N825UA,DEN,14:59,14:50,196,189,-9,14:44,6,0,0,0,0,0
UA,3/16/2023,776,N883UA,EWR,23:11,23:07,71,72,-4,22:58,9,0,0,0,0,0
UA,3/17/2023,538,N37470,ORD,21:16,21:21,107,99,5,21:15,6,0,0,0,0,0
UA,3/17/2023,604,N814UA,DEN,14:59,15:13,196,196,14,15:06,7,0,0,0,0,0
UA,3/17/2023,776,N26226,EWR,23:11,23:18,71,71,7,23:10,8,0,0,0,0,0
UA,3/18/2023,408,N460UA,ORD,23:55,0:10,110,105,15,0:01,9,6,0,0,0,9
UA,3/18/2023,604,N479UA,DEN,14:56,15:21,196,189,25,15:16,5,25,0,0,0,0
UA,3/18/2023,776,N47284,EWR,23:11,23:04,71,64,-7,23:00,4,0,0,0,0,0
UA,3/19/2023,408,N460UA,ORD,23:55,23:40,110,102,-15,23:33,7,0,0,0,0,0
UA,3/19/2023,604,N803UA,DEN,14:59,15:02,196,200,3,14:53,9,0,0,0,0,0
UA,3/19/2023,776,N895UA,EWR,23:48,0:38,71,81,50,0:32,6,27,0,10,0,13
UA,3/20/2023,538,N849UA,ORD,21:17,21:10,108,101,-7,21:06,4,0,0,0,0,0
UA,3/20/2023,604,N474UA,DEN,14:59,14:59,196,201,0,14:46,13,0,0,0,0,0
UA,3/20/2023,776,N484UA,EWR,23:11,23:46,71,72,35,23:41,5,34,0,1,0,0
UA,3/21/2023,538,N808UA,ORD,21:17,21:16,108,108,-1,21:11,5,0,0,0,0,0
UA,3/21/2023,604,N842UA,DEN,14:59,15:01,196,195,2,14:56,5,0,0,0,0,0
UA,3/21/2023,776,N819UA,EWR,23:11,23:06,71,68,-5,23:02,4,0,0,0,0,0
UA,3/22/2023,538,N819UA,ORD,21:17,21:17,108,97,0,21:12,5,0,0,0,0,0
